id	occurrenceID	measurementType	measurementTypeID	measurementValue	measurementUnit	measurementUnitID
HAEDAT:AU-43:AU-97-023		toxicity		CYN		
HAEDAT:AU-40:AU-97-024		toxicity		CYN		
HAEDAT:AU-40:AU-97-025		toxicity		MC, CYN		
HAEDAT:AU-07:AU-04-004		toxicity		CYN		
HAEDAT:AU-42:AU-95-001		toxicity		cylindrospermopsins		
HAEDAT:AU-32:AU-96-003		toxicity		cylindrospermopsins		
HAEDAT:BE-03:BE-05-001		toxicity		microcystins		
HAEDAT:BE-02:BE-04-001		toxicity		microcystins		
HAEDAT:BE-02:BE-07-001		toxicity		microcystins		
HAEDAT:BR-22:BR-94-001		toxicity		microcystins		
HAEDAT:BR-23:BR-96-001		toxicity		microcystins		
HAEDAT:BR-24:BR-96-002		toxicity		microcystins		
HAEDAT:BR-23:BR-96-003		toxicity		saxitoxins		
HAEDAT:BR-23:BR-96-004		toxicity		saxitoxins		
HAEDAT:BR-25:BR-05-001		toxicity		microcystins		
HAEDAT:BR-26:BR-09-008		toxicity		microcystins, saxitoxins		
HAEDAT:BR-27:BR-08-001		toxicity		microcystins, saxitoxins		
HAEDAT:BR-27:BR-09-009		toxicity		saxitoxins		
HAEDAT:BR-27:BR-10-001		toxicity		saxitoxins		
HAEDAT:BR-27:BR-09-010		toxicity		microcystins, saxitoxins		
HAEDAT:BR-27:BR-09-011		toxicity		saxitoxins		
HAEDAT:BR-27:BR-96-005		toxicity		microcystins		
HAEDAT:BR-27:BR-97-002		toxicity		saxitoxins		
HAEDAT:BR-27:BR-96-007		toxicity		microcystins, saxitoxins		
HAEDAT:BR-27:BR-03-001		toxicity		microcystins, saxitoxins		
HAEDAT:AU-12:AU-03-003		toxicity		MC, Anatoxin-a,  homoAnatoxin-a, SXT, CYN		
HAEDAT:CL-29:CL-97-001		toxicity		Anatoxin-a Anatoxin-a(s) Microcystins Nodulann Cylindrospermopsin PSP toxins		
HAEDAT:IS-003:IS-16-003		toxicity		PSP: 3540 µg/kg and DSP: 430 µg/kg		
HAEDAT:IS-005:IS-16-004		toxicity		PSP in blue mussel		
HAEDAT:IS-005:IS-16-005		toxicity		DSP -380 µg/kg blue mussel		
HAEDAT:IS-002:IS-16-007		toxicity		DSP 49-1873 µg/kg		
HAEDAT:IS-002:IS-16-006		toxicity		PSP in blue mussel		
HAEDAT:NZ-06:NZ-99-002		toxicity		microcystins, toxins from Cylindrospermopsis		
HAEDAT:NZ-06:NZ-01-002		toxicity		microcystins, saxitoxins		
HAEDAT:NZ-06:NZ-01-003		toxicity		microcystins		
HAEDAT:NZ-06:NZ-01-004		toxicity		microcystins		
HAEDAT:NZ-04:NZ-01-005		toxicity		microcystins		
HAEDAT:NZ-03:NZ-01-006		toxicity		microcystins		
HAEDAT:NZ-03:NZ-01-007		toxicity		microcystins, saxitoxins		
HAEDAT:NZ-03:NZ-01-008		toxicity		microcystins, saxitoxins		
HAEDAT:NZ-03:NZ-01-009		toxicity		microcystins, saxitoxins		
HAEDAT:NZ-03:NZ-01-010		toxicity		microcystins		
HAEDAT:NZ-02:NZ-01-011		toxicity		microcystins		
HAEDAT:NZ-02:NZ-01-012		toxicity		microcystins		
HAEDAT:NZ-02:NZ-01-014		toxicity		microcystins		
HAEDAT:NZ-02:NZ-01-015		toxicity		saxitoxins		
HAEDAT:NZ-01:NZ-01-020		toxicity		microcystins		
HAEDAT:NZ-04:NZ-01-021		toxicity		microcystins		
HAEDAT:NZ-11:NZ-01-022		toxicity		microcystins		
HAEDAT:NZ-06:NZ-01-023		toxicity		microcystins		
HAEDAT:NZ-02:NZ-01-025		toxicity		microcystins, saxitoxins		
HAEDAT:NZ-05:NZ-01-026		toxicity		microcystins		
HAEDAT:NZ-05:NZ-01-027		toxicity		microcystins		
HAEDAT:NZ-06:NZ-01-028		toxicity		microcystins		
HAEDAT:NZ-09:NZ-01-029		toxicity		saxitoxins		
HAEDAT:NZ-03:NZ-01-030		toxicity		saxitoxins		
HAEDAT:NZ-03:NZ-01-031		toxicity		saxitoxins		
HAEDAT:NZ-04:NZ-01-032		toxicity		saxitoxins		
HAEDAT:NZ-08:NZ-01-033		toxicity		saxitoxins		
HAEDAT:NZ-03:NZ-07-002		toxicity		microcystins, saxitoxins		
HAEDAT:NZ-03:NZ-07-003		toxicity		microcystins, saxitoxins		
HAEDAT:NZ-01:NZ-12-002		toxicity		microcystins		
HAEDAT:NZ-04:NZ-12-003		toxicity		microcystins		
HAEDAT:NZ-01:NZ-01-034		toxicity		microcystins		
HAEDAT:NZ-01:NZ-12-006		toxicity		microcystins		
HAEDAT:NZ-10:NZ-06-001		toxicity		microcystins, nodularin		
HAEDAT:PHL-21:PHL-96-022		toxicity		microcystins		
HAEDAT:AL-01:AL-13-001		toxicity		microcystins		
HAEDAT:AM-01:AM-12-001		toxicity		microcystins, anatoxin-a,  homoanatoxin-a, saxitoxins, cylindrospermopsins		
HAEDAT:AS-03:AS-77-001		toxicity		cylindrospermopsins		
HAEDAT:AS-02:AS-95-001		toxicity		cylindrospermopsins		
HAEDAT:AS-01:AS-01-001		toxicity		microcystins		
HAEDAT:BA-03:BA-05-001		toxicity		microcystins		
HAEDAT:BA-01:BA-06-001		toxicity		microcystins		
HAEDAT:BA-01:BA-06-002		toxicity		microcystins		
HAEDAT:BA-02:BA-05-002		toxicity		microcystins		
HAEDAT:BL-01:BL-06-001		toxicity		microcystins		
HAEDAT:IS-002:IS-17-001		toxicity		DSP 120-320 µg/kg blue mussel		
HAEDAT:IS-002:IS-17-003		toxicity		DSP 120 µg/kg blue mussel		
HAEDAT:IS-003:IS-17-004		toxicity		DSP: 80 - 120 µg/kg		
HAEDAT:IS-005:IS-17-005		toxicity		PSP, 257 µg/kg on 5.june 2017		
HAEDAT:IS-005:IS-17-006		toxicity		124-2673 µg/kg blue mussel		
HAEDAT:IS-005:IS-17-007		toxicity		DSP 240-250 µg/kg		
HAEDAT:IS-003:IS-18-002		toxicity		PSP 50-70 µg/kg		
HAEDAT:IS-005:IS-18-003		toxicity		PSP 108 µg/kg		
HAEDAT:IS-005:IS-18-004		toxicity		PSP 80 µg/kg		
HAEDAT:IS-005:IS-18-005		toxicity		DSP 120 µg/kg blue mussel		
HAEDAT:IS-002:IS-18-007		toxicity		DSP: 1230 µg/kg		
HAEDAT:PHL-15:PHL-21-053		toxicity		60 ug per 100g		
HAEDAT:PHL-15:PHL-21-052		toxicity		60 ug per 100g		
HAEDAT:PHL-13:PHL-21-050		toxicity		60 ug per 100g		
HAEDAT:PHL-14:PHL-21-051		toxicity		60 ug per 100g		
HAEDAT:PHL-13:PHL-21-049		toxicity		60 ug per 100g		
HAEDAT:IE-04:IE-18-001		toxicity		Max conc. 42.4 ug/g		
HAEDAT:IE-06:IE-18-002		toxicity		0.34 ug/g		
HAEDAT:IE-07:IE-18-003		toxicity		0.16u/g		
HAEDAT:IE-04:IE-18-004		toxicity		Max conc. 0.52		
HAEDAT:IE-06:IE-18-005		toxicity		Max conc 0.83ug/g		
HAEDAT:IE-04:IE-18-006		toxicity		Max Conc.		
HAEDAT:US-24:US-18-001		toxicity		209-5761µg		
HAEDAT:US-24:US-18-002		toxicity		44µg		
HAEDAT:FR-02:FR-18-002		toxicity		1000		
HAEDAT:FR-03:FR-18-004		toxicity		2222		
HAEDAT:FR-07:FR-18-009		toxicity		290µg/kg		
HAEDAT:US-23:US-18-003		toxicity		21ppm		
HAEDAT:US-23:US-18-004		toxicity		16µg		
HAEDAT:US-24:US-18-005		toxicity		83-370µg		
HAEDAT:US-24:US-18-006		toxicity		69µg		
HAEDAT:US-24:US-18-007		toxicity		123µg		
HAEDAT:US-24:US-18-008		toxicity		30µg		
HAEDAT:US-24:US-18-009		toxicity		134-4567µg		
HAEDAT:US-24:US-18-010		toxicity		134-4567µg		
HAEDAT:US-24:US-18-011		toxicity		44µg		
HAEDAT:US-22:US-18-012		toxicity		200 ppm DA		
HAEDAT:US-05:US-18-014		toxicity		0-523 µg/100g		
HAEDAT:US-01:US-18-015		toxicity		0-228ppm		
HAEDAT:US-02:US-18-016		toxicity		0-282ppm		
HAEDAT:US-25:US-18-017		toxicity		0-1250ug/100g		
HAEDAT:US-01:US-18-018		toxicity		0.060-0.196 ppm		
HAEDAT:US-02:US-18-019		toxicity		0-42ppm		
HAEDAT:US-21:US-18-022		toxicity		110-4760ug/100g		
HAEDAT:US-21:US-18-023		toxicity		87-300 ppm		
HAEDAT:US-20:US-18-024		toxicity		544-1332ug/100g		
HAEDAT:US-19:US-18-025		toxicity		206-216ug/100g		
HAEDAT:US-19:US-18-026		toxicity		6.3-210ppm		
HAEDAT:US-08:US-18-028		toxicity		>80&#956;g/100g		
HAEDAT:US-20:US-18-031		toxicity		6228.9mg/mL mammal body fluids		
HAEDAT:ES-04:ES-18-007		toxicity		Castropol		
HAEDAT:SE-08:SE-18-003		toxicity		DST in Mytilus edulis, max 340 µg/kg		
HAEDAT:NO-06:NO-18-009		toxicity		674-1955 µg STX/ kg		
HAEDAT:SE-08:SE-18-001		toxicity		AZT max 250 µg/kg mussel meat, Mytilus edulis		
HAEDAT:ES-22:ES-18-008		toxicity		Barcelona		
HAEDAT:ES-09:ES-18-009		toxicity		up to 236 &#956;g de equivalentes de AO/k		
HAEDAT:ES-09:ES-18-010		toxicity		up to 1500 equiv.AO µg/kg		
HAEDAT:ES-12:ES-18-011		toxicity		up to 2315 µg de equivalentes de AO/kg		
HAEDAT:ES-12:ES-18-012		toxicity		up to > 4500 µg de eq STX/kg		
HAEDAT:ES-09:ES-18-013		toxicity		up to 34,6 mg AD/kg		
HAEDAT:NO-06:NO-18-010		toxicity		730-615 &#956;g/kg		
HAEDAT:NO-06:NO-18-011		toxicity		871-624 &#956;g/kg		
HAEDAT:PF-SOC:PF-19-005		toxicity		CFP monitoring programme of French Polynesia		
HAEDAT:SI-01:SI-07-001		toxicity		positive result of bioassay		
HAEDAT:SI-01:SI-09-002		toxicity		positive result of bioassay		
HAEDAT:SI-01:SI-10-003		toxicity		positive result of bioassay		
HAEDAT:SI-01:SI-11-001		toxicity		positive result of bioassay		
HAEDAT:SI-01:SI-12-001		toxicity		positive result of bioassay		
HAEDAT:SI-01:SI-13-002		toxicity		positive result of bioassay		
HAEDAT:SI-01:SI-08-001		toxicity		positive result of bioassay		
HAEDAT:SI-02:SI-11-002		toxicity		positive result of bioessay		
HAEDAT:SI-02:SI-09-004		toxicity		positive result of bioessay		
HAEDAT:SI-02:SI-09-003		toxicity		positive result of bioessay		
HAEDAT:SI-02:SI-07-002		toxicity		positive result of bioessay		
HAEDAT:SI-02:SI-06-004		toxicity		positive result of bioessay		
HAEDAT:SI-02:SI-08-002		toxicity		positive result of bioessay		
HAEDAT:SI-02:SI-10-004		toxicity		positive result of bioessay		
HAEDAT:SI-02:SI-10-005		toxicity		positive result of bioessay		
HAEDAT:SI-02:SI-16-004		toxicity		positive result of bioassay		
HAEDAT:SI-03:SI-09-005		toxicity		positive result of bioassay		
HAEDAT:SI-03:SI-10-006		toxicity		positive result of bioassay		
HAEDAT:SI-03:SI-10-007		toxicity		positive result of bioassay		
HAEDAT:SI-03:SI-07-003		toxicity		positive result of bioassay		
HAEDAT:UY-01:UY-19-001		toxicity		Microcystin LR in recreational water		
HAEDAT:UY-02:UY-19-001		toxicity		Microcystin LR in recreational water		
HAEDAT:SI-01:SI-10-016		toxicity		positive result of bioessay		
HAEDAT:ELS-02:SV-13-001		toxicity		116.11-730.00  micrograms SXT eq. / 100g		
HAEDAT:CA-28:CA-93-004		toxicity		4.0ug/g		
HAEDAT:CA-28:CA-94-001		toxicity		4.0  µg DTX-1 /g digestive gland.		
HAEDAT:CA-26:CA-01-010		toxicity		83 ug/g		
HAEDAT:SI-01:SI-10-001		toxicity		positive result of bioassay		
HAEDAT:SI-01:SI-10-002		toxicity		positive result of bioassay		
HAEDAT:SI-02:SI-17-004		toxicity		positive result of bioassay		
HAEDAT:SI-01:SI-99-001		toxicity		positive result of bioessay		
HAEDAT:SI-01:SI-02-001		toxicity		positive result of bioassay		
HAEDAT:AR-01:AR-00-005		toxicity		Geosmins in drinking  water		
HAEDAT:SI-01:SI-13-001		toxicity		approx. 160 ug/kg		
HAEDAT:SI-01:SI-09-001		toxicity		positive result of bioassay		
HAEDAT:SI-01:SI-06-001		toxicity		positive result of bioassay		
HAEDAT:SI-02:SI-15-006		toxicity		positive result of bioassay		
HAEDAT:SI-03:SI-15-003		toxicity		max concentration 126 µg OA/kg shellfish		
HAEDAT:SI-03:SI-08-004		toxicity		positive result of bioassay		
HAEDAT:SI-03:SI-08-003		toxicity		positive result of bioassay		
HAEDAT:SI-02:SI-13-004		toxicity		positive result of bioassay		
HAEDAT:SI-01:SI-01-001		toxicity		positive result of bioassay		
HAEDAT:SI-02:SI-13-003		toxicity		positive result of bioassay		
HAEDAT:SI-02:SI-06-003		toxicity		positive result of bioessay		
HAEDAT:SI-01:SI-06-002		toxicity		positive result of bioassay		
HAEDAT:SI-01:SI-04-001		toxicity		positive bioassay		
HAEDAT:SI-02:SI-04-002		toxicity		positive result of bioessay		
HAEDAT:SI-01:SI-02-002		toxicity		positive result of bioassay		
HAEDAT:BR-27:BR-96-006		toxicity		microcystins, saxitoxins		
HAEDAT:UY-05:UY-99-001		toxicity		microcystins		
HAEDAT:NO-12:NO-19-001		toxicity		157-494 µg/kg		
HAEDAT:NO-12:NO-19-002		toxicity		DSP: 129-181 µg/kg, PSP: 426 µg STX/kg		
HAEDAT:NO-10:NO-19-003		toxicity		504-316 µg STX/kg		
HAEDAT:NO-12:NO-19-004		toxicity		793 µg STX/kg		
HAEDAT:NO-09:NO-19-005		toxicity		820  µg STX/kg		
HAEDAT:NO-12:NO-19-006		toxicity		264-189 µg/kg		
HAEDAT:NO-13:NO-19-007		toxicity		DSP: 280 µg/kg, PSP: 478 µg STX/kg		
HAEDAT:NO-13:NO-19-008		toxicity		461 µg STX/kg		
HAEDAT:NO-13:NO-19-009		toxicity		DSP: 118-168 µg/kg, PSP: 371 µg STX/kg		
HAEDAT:NO-08:NO-19-010		toxicity		4074-1345 µg STX/kg		
HAEDAT:NO-05:NO-19-011		toxicity		323 µg STX/kg		
HAEDAT:NO-05:NO-19-013		toxicity		11746-722 µg STX/kg		
HAEDAT:NO-03:NO-19-014		toxicity		1486-835 µg STX/kg		
HAEDAT:NO-06:NO-19-015		toxicity		22053-321 µg STX/kg		
HAEDAT:NO-05:NO-19-016		toxicity		861 µg STX/kg		
HAEDAT:NO-03:NO-19-017		toxicity		370 µg STX/kg		
HAEDAT:NO-05:NO-19-018		toxicity		1168 µg STX/kg		
HAEDAT:NO-06:NO-19-019		toxicity		457µg STX/kg		
HAEDAT:NO-05:NO-19-020		toxicity		2308-3808 µg STX/kg		
HAEDAT:NO-03:NO-19-021		toxicity		8065-1368 µg STX/kg		
HAEDAT:NO-08:NO-19-022		toxicity		3148µg STX/kg		
HAEDAT:NO-03:NO-19-023		toxicity		2331-568 µg STX/kg		
HAEDAT:NO-07:NO-19-029		toxicity		426 µg/kg		
HAEDAT:NO-07:NO-19-030		toxicity		1176-755 µg STX/kg		
HAEDAT:MY-3:MY-15-001		toxicity		No tested		
HAEDAT:CL-05:CL-92-007		toxicity		6795 MU		
HAEDAT:CL-05:CL-89-002		toxicity		1555 MU		
HAEDAT:CL-31:CL-92-008		toxicity		14544 MU		
HAEDAT:CL-22:CL-94-002		toxicity		10800 MU		
HAEDAT:CL-05:CL-94-003		toxicity		4104 MU		
HAEDAT:CL-21:CL-94-004		toxicity		2610 MU		
HAEDAT:CL-21:CL-94-005		toxicity		2412 MU		
HAEDAT:CL-30:CL-94-008		toxicity		8415 MU		
HAEDAT:CL-21:CL-95-001		toxicity		1896 MU		
HAEDAT:CL-21:CL-97-002		toxicity		1627 MU		
HAEDAT:CL-22:CL-97-003		toxicity		12330 MU		
HAEDAT:CL-21:CL-97-004		toxicity		2602 MU		
HAEDAT:CL-24:CL-95-003		toxicity		38554 µg/100g		
HAEDAT:CL-13:CL-06-002		toxicity		103 mg/kg wet weight		
HAEDAT:CL-12:CL-16-004		toxicity		5x10^3 µg STX eq/kg		
HAEDAT:BR-19:BR-97-003		toxicity		5600 MU/kg		
HAEDAT:NO-05:NO-19-031		toxicity		383 µg/kg		
HAEDAT:NO-09:NO-19-032		toxicity		159-120 µg/kg		
HAEDAT:NO-02:NO-19-033		toxicity		PSP: 1099 µg STX/kg and AZA: 195 µg/kg		
HAEDAT:NO-07:NO-19-034		toxicity		346 µg/kg		
HAEDAT:NO-05:NO-19-035		toxicity		232 µg/kg		
HAEDAT:GB-15:GB-13-010		toxicity		>160 OA µg/kg		
HAEDAT:GB-16:GB-13-010		toxicity		>160 OA µg/kg		
HAEDAT:GB-17:GB-13-010		toxicity		>160 OA µg/kg		
HAEDAT:GB-18:GB-13-010		toxicity		>160 OA µg/kg		
HAEDAT:GB-19:GB-13-010		toxicity		>160 OA µg/kg		
HAEDAT:GB-21:GB-13-010		toxicity		>160 OA µg/kg		
HAEDAT:GR-01:GR-03-002		toxicity		376,4 ng/g ww		
HAEDAT:GR-01:GR-04-002		toxicity		1201.2 ng/g ww		
HAEDAT:ZAF-01:ZAF-07-004		toxicity		4000 µg STX eq 100g shellfish		
HAEDAT:ZAF-01:ZAF-99-002		toxicity		1609 µg STX eq 100g		
HAEDAT:US-08:US-17-014		toxicity		not this year but in prior years		
HAEDAT:US-07:US-17-006		toxicity		0-5.7ppm		
HAEDAT:ZAF-02:ZAF-88-001		toxicity		Not specified		
HAEDAT:PL-01:PL-02-001		toxicity		Nodularin up to 12 µg/L; up to 919 µg/g d.w.		
HAEDAT:US-10:US-02-019		toxicity		Trace OA		
HAEDAT:PL-01:PL-04-001		toxicity		Nodularin - up to 25 mg/L (up to 3.8 mg/g)		
HAEDAT:PL-01:PL-05-001		toxicity		up to 3964 µg/L; up to 2.36 µg/g d.w. nodular		
HAEDAT:PL-01:PL-07-001		toxicity		nodularin - 42.23 µg/L		
HAEDAT:PL-01:PL-08-001		toxicity		Nodularin (traces - 2.36 mg/L)		
HAEDAT:PL-01:PL-10-001		toxicity		up to 30 µg/L		
HAEDAT:PL-01:PL-06-002		toxicity		Nodularins 50.8 µg/L ; Microcystins 9.96 µg/L		
HAEDAT:US-01:US-11-008		toxicity		ND-1337 µg Mytilus, N/D-2048 µg tomalley		
HAEDAT:PL-01:PL-13-001		toxicity		2-30 µg/L		
HAEDAT:PL-01:PL-12-001		toxicity		nodularin 1.4 - 2,000 µg/L		
HAEDAT:PL-01:PL-11-001		toxicity		nodularin 1.1 - 1,250 µg/L		
HAEDAT:FI-04:FI-09-002		toxicity		Nodularin in organ samples of the dead dog		
HAEDAT:PL-01:PL-14-001		toxicity		Approximate range: NOD 6-1590 µg/L		
HAEDAT:PL-01:PL-03-001		toxicity		Nodularin up to 25960 µg/L (2857 - 4013 µg/g d.w.)		
HAEDAT:PL-01:PL-15-003		toxicity		nodularin 6.8 - 35,280.0 µg/L; MC-LR 0.3-87.7 µg/L; MC-YR  0.2-26.7 µg/L		
HAEDAT:PL-01:PL-15-004		toxicity		nodularin 0.31 - 12.79 µg/L		
HAEDAT:US-04:US-19-001		toxicity		0-388 µg/100g		
HAEDAT:US-26:US-15-011		toxicity		680µg/100g		
HAEDAT:US-01:US-15-022		toxicity		<0.8 - 5.5 ppm DA in Mytilus edulis		
HAEDAT:US-10:US-16-005		toxicity		omoic acid detected in water and oyster tissue samples, concentrations below 20 ppm		
HAEDAT:US-07:US-16-008		toxicity		3-6ppm		
HAEDAT:US-10:US-16-006		toxicity		PbTx tested for in water samples and not present.		
HAEDAT:NL-03:NL-16-001		toxicity		20-250 ug TTX / kg		
HAEDAT:US-07:US-16-030		toxicity		0-9.3µg/g		
HAEDAT:PL-02:PL-16-001		toxicity		142,95		
HAEDAT:PL-01:PL-16-002		toxicity		0.22 - 257.95 µg/L		
HAEDAT:ITA-017:ITA-02-002		toxicity		2840 &#956;g STX eq/kg		
HAEDAT:PL-01:PL-18-001		toxicity		nodularin 6.750 µg/L		
HAEDAT:PL-01:PL-18-002		toxicity		nodularin 35.000 µg/L; microcystins 7.480 ug/L		
HAEDAT:ITA-008:ITA-07-003		toxicity		921 microgram STX diHCl eq per kg p.e.		
HAEDAT:GB-15:GB-18-001		toxicity		> 160 ug OA eq/KG		
HAEDAT:GB-16:GB-18-001		toxicity		> 160 ug OA eq/KG		
HAEDAT:GB-17:GB-18-001		toxicity		> 160 ug OA eq/KG		
HAEDAT:GB-18:GB-18-001		toxicity		> 160 ug OA eq/KG		
HAEDAT:GB-19:GB-18-001		toxicity		> 160 ug OA eq/KG		
HAEDAT:GB-21:GB-18-002		toxicity		>160ug OAeq/KG		
HAEDAT:GB-23:GB-18-003		toxicity		>160ug OA eq/KG		
HAEDAT:GB-07:GB-18-004		toxicity		>160 ug OA eq/KG		
HAEDAT:GB-08:GB-18-004		toxicity		>160 ug OA eq/KG		
HAEDAT:GB-25:GB-18-005		toxicity		>160 ug OA eq/KG		
HAEDAT:GB-17:GB-18-006		toxicity		>800 mg STX eq/KG		
HAEDAT:GB-17:GB-18-007		toxicity		>800 mg STX eq/KG		
HAEDAT:GB-21:GB-18-008		toxicity		>800 mg STX eq/KG		
HAEDAT:GB-19:GB-18-009		toxicity		>800 mg STX eq/KG		
HAEDAT:NO-05:NO-18-012		toxicity		3345-438 µg STX/kg		
HAEDAT:NO-05:NO-18-013		toxicity		2320-857 µg STX/kg		
HAEDAT:NO-03:NO-18-014		toxicity		PSP:22608-448 µg STX/kg and ASP:22608µg/kg		
HAEDAT:NO-02:NO-18-015		toxicity		678 µg STX/kg		
HAEDAT:NO-07:NO-18-016		toxicity		295 µg/kg		
HAEDAT:NO-11:NO-18-017		toxicity		DSP:594-159µg/kg, ASP:43986-25524 µg/kg		
HAEDAT:NO-07:NO-18-018		toxicity		PSP:456 µg STX/kg and ASP:20611 µg/kg		
HAEDAT:NO-02:NO-18-019		toxicity		PSP: 631-431 µg STX/kg		
HAEDAT:NO-07:NO-18-020		toxicity		798-595 µg STX/kg		
HAEDAT:US-08:US-15-007		toxicity		not this year but in prior years		
HAEDAT:US-05:US-19-002		toxicity		0-289 µg/100g		
HAEDAT:US-05:US-19-003		toxicity		9 -19µg/100g shellfish		
HAEDAT:US-08:US-19-004		toxicity		>80 &#956;g per 100 g wet shellfish tissue		
HAEDAT:US-08:US-19-005		toxicity		63 to >352 µg/kg		
HAEDAT:US-01:US-19-008		toxicity		0.0 - 3068.9 ug/g		
HAEDAT:US-02:US-19-009		toxicity		0.0 - 3068.9 ug/g		
HAEDAT:US-03:US-19-010		toxicity		0.0 - 3068.9 ug/g		
HAEDAT:US-01:US-19-011		toxicity		Below threshold levels with 69.9 ug/kg		
HAEDAT:MY-6:MY-04-001		toxicity		PSP toxins		
HAEDAT:SE-08:SE-19-001		toxicity		170		
HAEDAT:PL-01:PL-19-001		toxicity		NOD (300 ug/L)		
HAEDAT:DK-07:DK-18-001		toxicity		< 40 ug OA eq./kg		
HAEDAT:NL-03:NL-19-001		toxicity		20 ug /kg mussels, 153 ugk kg mussel		
HAEDAT:NL-03:NL-17-001		toxicity		51 ug TTX / kg product		
HAEDAT:US-16:US-16-038		toxicity		328 &#956;gSTX equivalents per 100g using mouse bioassay		
HAEDAT:US-16:US-18-029		toxicity		24-73.7ppm		
HAEDAT:US-15:US-01-024		toxicity		(Approximate range: 33.4 &#956;g/L BREVETOXINS)		
HAEDAT:US-16:US-00-004		toxicity		Do not know upper limit but <20 MU to >34.99 MU. Brevetoxins were also detected at low levels in dea		
HAEDAT:US-16:US-07-003		toxicity		0-58.5 MU/100g		
HAEDAT:US-16:US-16-039		toxicity		<40 - 328 ug saxitoxin equivalents		
HAEDAT:US-27:US-19-012		toxicity		>80ug/100g shellfish		
HAEDAT:US-22:US-19-013		toxicity		291 ug		
HAEDAT:US-22:US-19-014		toxicity		73 ppm		
HAEDAT:US-25:US-19-015		toxicity		>4000ug/100g		
HAEDAT:US-03:US-19-016		toxicity		564ug/100g		
HAEDAT:US-15:US-19-017		toxicity		79ug/100g		
HAEDAT:US-01:US-19-022		toxicity		0.81 - 22.24 ug/g		
HAEDAT:US-20:US-19-024		toxicity		acific Oyster (Crassostrea gigas) 172 ug/100g; California Mussels (Mytilus californicus) 451 ug/100g		
HAEDAT:US-21:US-19-025		toxicity		Pacific Oyster (Crassostrea gigas) 82 ug/100g; California Mussels (Mytilus californicus) 734 ug/100g; Gaper Clam (Tresus nuttallii) 192 ug/100g; Washington Clam 133 ug/100g		
HAEDAT:US-21:US-19-026		toxicity		Razor clams (Siliqua patula) year max 450 ppm; California mussel (Mytilus californianus) 23-31ppm (alert level 20ppm)		
HAEDAT:US-07:US-19-027		toxicity		41 ug STX eq/100g		
HAEDAT:US-23:US-19-028		toxicity		1276 ug/100 g tissue		
HAEDAT:US-24:US-19-029		toxicity		6007ug		
HAEDAT:US-24:US-19-030		toxicity		106ug/100g tissue		
HAEDAT:US-24:US-19-031		toxicity		33ppm		
HAEDAT:PHL-15:PHL-21-048		toxicity		60 ug per 100g		
HAEDAT:US-22:US-10-007		toxicity		128 PSP; 55 DA		
HAEDAT:US-05:US-80-001		toxicity		0 - 88ug STX/100g shellfish		
HAEDAT:US-05:US-88-014		toxicity		133ug STX/100g shellfish		
HAEDAT:US-05:US-92-029		toxicity		164 ug STX/100g shellfish		
HAEDAT:US-05:US-94-040		toxicity		159 ug STX/100g shellfish		
HAEDAT:US-05:US-99-016		toxicity		335ug STX/100g shellfish		
HAEDAT:US-05:US-00-017		toxicity		238ug STX/100g shellfish		
HAEDAT:US-05:US-02-025		toxicity		1377ug STX/100g shellfish		
HAEDAT:US-05:US-03-030		toxicity		1082ug STX/100g shellfish		
HAEDAT:US-05:US-05-031		toxicity		2357ug STX/100g shellfish		
HAEDAT:US-05:US-08-022		toxicity		737ug STX/100g shellfish		
HAEDAT:US-05:US-09-027		toxicity		570ug STX/100g shellfish		
HAEDAT:US-05:US-10-016		toxicity		622ug STX/100g shellfish		
HAEDAT:US-05:US-11-041		toxicity		697ug STX/100g shellfish		
HAEDAT:US-05:US-12-027		toxicity		1765ug STX/100g shellfish		
HAEDAT:US-05:US-13-013		toxicity		627ug STX/100g shellfish		
HAEDAT:US-05:US-75-001		toxicity		261ug STX/100g Shellfish		
HAEDAT:US-04:US-72-001		toxicity		107ug STX/100g shellfish		
HAEDAT:US-05:US-76-001		toxicity		224ug STX/100g shellfish		
HAEDAT:US-05:US-77-001		toxicity		165ug STX/100g shellfish		
HAEDAT:US-04:US-77-002		toxicity		120ug STX/100g shellfish		
HAEDAT:US-04:US-78-001		toxicity		416ug STX/100g shellfish		
HAEDAT:US-05:US-78-002		toxicity		134ug STX/100g shellfish		
HAEDAT:US-04:US-79-001		toxicity		500ug STX/100g shellfish		
HAEDAT:US-05:US-79-002		toxicity		809ug STX/100g shellfish		
HAEDAT:US-04:US-80-002		toxicity		158ug STX/100g shellfish		
HAEDAT:US-04:US-81-001		toxicity		818ug STX/100g Shellfish		
HAEDAT:US-04:US-82-002		toxicity		196ug STX/100g Shellfish		
HAEDAT:US-04:US-83-001		toxicity		430ug STX/100g shellfish		
HAEDAT:US-04:US-84-001		toxicity		486ug STX/100g Shellfish		
HAEDAT:US-04:US-85-001		toxicity		256ug STX/100g shellfish		
HAEDAT:US-04:US-86-001		toxicity		590ug STX/100g shellfish		
HAEDAT:US-04:US-88-015		toxicity		241ug STX/100g shellfish		
HAEDAT:US-04:US-89-023		toxicity		573ug STX/100g shellfish		
HAEDAT:US-04:US-93-027		toxicity		388ug STX/100g shellfish		
HAEDAT:US-04:US-00-018		toxicity		81ug STX/100g shellfish		
