id	institutionCode	collectionCode	datasetName	basisOfRecord	occurrenceID	occurrenceRemarks	organismQuantity	organismQuantityType	occurrenceStatus	eventID	scientificNameID	scientificName
HAEDAT:PHL-4:PHL-20-199	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-199:causative:13672				present	HAEDAT:PHL-4:PHL-20-199		Pyrodinium bahamense
HAEDAT:PHL-3:PHL-20-200	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-3:PHL-20-200:causative:13673				present	HAEDAT:PHL-3:PHL-20-200		Pyrodinium bahamense
HAEDAT:PHL-3:PHL-20-201	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-3:PHL-20-201:causative:13674				present	HAEDAT:PHL-3:PHL-20-201		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-202	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-202:causative:13675				present	HAEDAT:PHL-4:PHL-20-202		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-203	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-203:causative:13676				present	HAEDAT:PHL-4:PHL-20-203		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-204	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-204:causative:13677				present	HAEDAT:PHL-4:PHL-20-204		Pyrodinium bahamense
HAEDAT:PHL-8:PHL-20-205	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-8:PHL-20-205:causative:13678				present	HAEDAT:PHL-8:PHL-20-205		Pyrodinium bahamense
HAEDAT:PHL-10:PHL-20-206	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-10:PHL-20-206:causative:13679				present	HAEDAT:PHL-10:PHL-20-206		Pyrodinium bahamense
HAEDAT:PHL-10:PHL-20-207	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-10:PHL-20-207:causative:13680				present	HAEDAT:PHL-10:PHL-20-207		Pyrodinium bahamense
HAEDAT:PHL-11:PHL-20-208	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-11:PHL-20-208:causative:13681				present	HAEDAT:PHL-11:PHL-20-208		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-209	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-209:causative:13682				present	HAEDAT:PHL-13:PHL-20-209		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-210	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-210:causative:13683				present	HAEDAT:PHL-13:PHL-20-210		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-211	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-211:causative:13684				present	HAEDAT:PHL-13:PHL-20-211		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-212	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-212:causative:13685				present	HAEDAT:PHL-13:PHL-20-212		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-213	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-213:causative:13686				present	HAEDAT:PHL-15:PHL-20-213		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-214	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-214:causative:13687				present	HAEDAT:PHL-13:PHL-20-214		Pyrodinium bahamense
HAEDAT:PHL-14:PHL-20-215	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-14:PHL-20-215:causative:13688				present	HAEDAT:PHL-14:PHL-20-215		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-216	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-216:causative:13689				present	HAEDAT:PHL-15:PHL-20-216		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-217	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-217:causative:13690				present	HAEDAT:PHL-13:PHL-20-217		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-218	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-218:causative:13691				present	HAEDAT:PHL-15:PHL-20-218		Pyrodinium bahamense
HAEDAT:PHL-18:PHL-20-219	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-18:PHL-20-219:causative:13692				present	HAEDAT:PHL-18:PHL-20-219		Pyrodinium bahamense
HAEDAT:PHL-19:PHL-20-220	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-19:PHL-20-220:causative:13693				present	HAEDAT:PHL-19:PHL-20-220		Pyrodinium bahamense
HAEDAT:PHL-19:PHL-20-221	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-19:PHL-20-221:causative:13694				present	HAEDAT:PHL-19:PHL-20-221		Pyrodinium bahamense
HAEDAT:PHL-20:PHL-20-222	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-20:PHL-20-222:causative:13695				present	HAEDAT:PHL-20:PHL-20-222		Pyrodinium bahamense
HAEDAT:PHL-20:PHL-20-223	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-20:PHL-20-223:causative:13696				present	HAEDAT:PHL-20:PHL-20-223		Pyrodinium bahamense
HAEDAT:PHL-20:PHL-20-224	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-20:PHL-20-224:causative:13697				present	HAEDAT:PHL-20:PHL-20-224		Pyrodinium bahamense
HAEDAT:PHL-19:PHL-20-225	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-19:PHL-20-225:causative:13698				present	HAEDAT:PHL-19:PHL-20-225		Pyrodinium bahamense
HAEDAT:PHL-19:PHL-20-226	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-19:PHL-20-226:causative:13699				present	HAEDAT:PHL-19:PHL-20-226		Pyrodinium bahamense
HAEDAT:PHL-19:PHL-20-227	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-19:PHL-20-227:causative:13700				present	HAEDAT:PHL-19:PHL-20-227		Pyrodinium bahamense
HAEDAT:PHL-18:PHL-20-228	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-18:PHL-20-228:causative:13701				present	HAEDAT:PHL-18:PHL-20-228		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-229	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-229:causative:13702				present	HAEDAT:PHL-15:PHL-20-229		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-230	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-230:causative:13703				present	HAEDAT:PHL-13:PHL-20-230		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-231	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-231:causative:13704				present	HAEDAT:PHL-15:PHL-20-231		Pyrodinium bahamense
HAEDAT:PHL-14:PHL-20-232	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-14:PHL-20-232:causative:13705				present	HAEDAT:PHL-14:PHL-20-232		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-233	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-233:causative:13706				present	HAEDAT:PHL-13:PHL-20-233		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-234	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-234:causative:13707				present	HAEDAT:PHL-15:PHL-20-234		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-235	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-235:causative:13708				present	HAEDAT:PHL-13:PHL-20-235		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-236	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-236:causative:13709				present	HAEDAT:PHL-13:PHL-20-236		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-237	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-237:causative:13710				present	HAEDAT:PHL-13:PHL-20-237		Pyrodinium bahamense
HAEDAT:PHL-11:PHL-20-238	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-11:PHL-20-238:causative:13711				present	HAEDAT:PHL-11:PHL-20-238		Pyrodinium bahamense
HAEDAT:PHL-10:PHL-20-239	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-10:PHL-20-239:causative:13712				present	HAEDAT:PHL-10:PHL-20-239		Pyrodinium bahamense
HAEDAT:PHL-10:PHL-20-240	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-10:PHL-20-240:causative:13713				present	HAEDAT:PHL-10:PHL-20-240		Pyrodinium bahamense
HAEDAT:PHL-8:PHL-20-241	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-8:PHL-20-241:causative:13714				present	HAEDAT:PHL-8:PHL-20-241		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-242	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-242:causative:13715				present	HAEDAT:PHL-4:PHL-20-242		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-243	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-243:causative:13716				present	HAEDAT:PHL-4:PHL-20-243		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-244	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-244:causative:13717				present	HAEDAT:PHL-4:PHL-20-244		Pyrodinium bahamense
HAEDAT:PHL-3:PHL-20-245	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-3:PHL-20-245:causative:13718				present	HAEDAT:PHL-3:PHL-20-245		Pyrodinium bahamense
HAEDAT:PHL-3:PHL-20-246	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-3:PHL-20-246:causative:13719				present	HAEDAT:PHL-3:PHL-20-246		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-247	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-247:causative:13720				present	HAEDAT:PHL-4:PHL-20-247		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-248	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-248:causative:13721				present	HAEDAT:PHL-4:PHL-20-248		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-249	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-249:causative:13722				present	HAEDAT:PHL-4:PHL-20-249		Pyrodinium bahamense
HAEDAT:PHL-8:PHL-20-250	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-8:PHL-20-250:causative:13723				present	HAEDAT:PHL-8:PHL-20-250		Pyrodinium bahamense
HAEDAT:PHL-10:PHL-20-251	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-10:PHL-20-251:causative:13724				present	HAEDAT:PHL-10:PHL-20-251		Pyrodinium bahamense
HAEDAT:PHL-10:PHL-20-252	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-10:PHL-20-252:causative:13725				present	HAEDAT:PHL-10:PHL-20-252		Pyrodinium bahamense
HAEDAT:PHL-11:PHL-20-253	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-11:PHL-20-253:causative:13726				present	HAEDAT:PHL-11:PHL-20-253		Pyrodinium bahamense
HAEDAT:PHL-11:PHL-20-254	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-11:PHL-20-254:causative:13727				present	HAEDAT:PHL-11:PHL-20-254		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-255	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-255:causative:13728				present	HAEDAT:PHL-13:PHL-20-255		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-256	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-256:causative:13729				present	HAEDAT:PHL-13:PHL-20-256		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-257	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-257:causative:13730				present	HAEDAT:PHL-13:PHL-20-257		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-258	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-258:causative:13731				present	HAEDAT:PHL-15:PHL-20-258		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-259	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-259:causative:13732				present	HAEDAT:PHL-13:PHL-20-259		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-260	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-260:causative:13733				present	HAEDAT:PHL-13:PHL-20-260		Pyrodinium bahamense
HAEDAT:PHL-14:PHL-20-261	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-14:PHL-20-261:causative:13734				present	HAEDAT:PHL-14:PHL-20-261		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-262	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-262:causative:13735				present	HAEDAT:PHL-15:PHL-20-262		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-263	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-263:causative:13736				present	HAEDAT:PHL-15:PHL-20-263		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-264	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-264:causative:13737				present	HAEDAT:PHL-15:PHL-20-264		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-265	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-265:causative:13738				present	HAEDAT:PHL-15:PHL-20-265		Pyrodinium bahamense
HAEDAT:PHL-18:PHL-20-268	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-18:PHL-20-268:causative:13739				present	HAEDAT:PHL-18:PHL-20-268		Pyrodinium bahamense
HAEDAT:PHL-19:PHL-20-269	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-19:PHL-20-269:causative:13740				present	HAEDAT:PHL-19:PHL-20-269		Pyrodinium bahamense
HAEDAT:PHL-19:PHL-20-270	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-19:PHL-20-270:causative:13741				present	HAEDAT:PHL-19:PHL-20-270		Pyrodinium bahamense
HAEDAT:PHL-14:PHL-20-271	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-14:PHL-20-271:causative:13742				present	HAEDAT:PHL-14:PHL-20-271		Pyrodinium bahamense
HAEDAT:PHL-14:PHL-20-272	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-14:PHL-20-272:causative:13743				present	HAEDAT:PHL-14:PHL-20-272		Pyrodinium bahamense
HAEDAT:PHL-20:PHL-20-273	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-20:PHL-20-273:causative:13744				present	HAEDAT:PHL-20:PHL-20-273		Pyrodinium bahamense
HAEDAT:PHL-19:PHL-20-274	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-19:PHL-20-274:causative:13745				present	HAEDAT:PHL-19:PHL-20-274		Pyrodinium bahamense
HAEDAT:PHL-19:PHL-20-275	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-19:PHL-20-275:causative:13746				present	HAEDAT:PHL-19:PHL-20-275		Pyrodinium bahamense
HAEDAT:PHL-3:PHL-20-276	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-3:PHL-20-276:causative:13747				present	HAEDAT:PHL-3:PHL-20-276		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-277	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-277:causative:13748				present	HAEDAT:PHL-4:PHL-20-277		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-278	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-278:causative:13749				present	HAEDAT:PHL-4:PHL-20-278		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-20-279	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-20-279:causative:13750				present	HAEDAT:PHL-4:PHL-20-279		Pyrodinium bahamense
HAEDAT:PHL-5:PHL-20-280	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-5:PHL-20-280:causative:13751				present	HAEDAT:PHL-5:PHL-20-280		Pyrodinium bahamense
HAEDAT:PHL-8:PHL-20-281	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-8:PHL-20-281:causative:13752				present	HAEDAT:PHL-8:PHL-20-281		Pyrodinium bahamense
HAEDAT:PHL-10:PHL-20-282	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-10:PHL-20-282:causative:13753				present	HAEDAT:PHL-10:PHL-20-282		Pyrodinium bahamense
HAEDAT:VE-03:VE-14-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:VE-03:VE-14-001:causative:14277		1.003 y 1.759 células	cells per litre	present	HAEDAT:VE-03:VE-14-001		Ostreopsis siamensis
HAEDAT:ES-08:ES-14-020	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-08:ES-14-020:causative:13756				present	HAEDAT:ES-08:ES-14-020		Pseudo-nitzschia australis Frenguelli 1939
HAEDAT:ES-08:ES-76-001	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-08:ES-76-001:causative:13757				present	HAEDAT:ES-08:ES-76-001		Gymnodinium catenatum Graham 1943
HAEDAT:ES-08:ES-95-010	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-08:ES-95-010:causative:13758				present	HAEDAT:ES-08:ES-95-010		Dinophysis spp.
HAEDAT:ES-08:ES-99-021	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-08:ES-99-021:causative:13759				present	HAEDAT:ES-08:ES-99-021		Dinophysis spp.
HAEDAT:ES-08:ES-12-037	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-08:ES-12-037:causative:13760				present	HAEDAT:ES-08:ES-12-037		Dinophysis spp.
HAEDAT:ES-08:ES-14-021	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-08:ES-14-021:causative:13761				present	HAEDAT:ES-08:ES-14-021		Dinophysis spp.
HAEDAT:ES-08:ES-15-012	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-08:ES-15-012:causative:13762				present	HAEDAT:ES-08:ES-15-012		Dinophysis spp.
HAEDAT:ES-08:ES-16-019	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:ES-08:ES-16-019:causative:13763				present	HAEDAT:ES-08:ES-16-019		Dinophysis spp.
HAEDAT:PHL-8:PHL-20-283	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-8:PHL-20-283:causative:13764				present	HAEDAT:PHL-8:PHL-20-283		Pyrodinium bahamense
HAEDAT:PHL-10:PHL-20-284	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-10:PHL-20-284:causative:13765				present	HAEDAT:PHL-10:PHL-20-284		Pyrodinium bahamense
HAEDAT:PHL-10:PHL-20-285	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-10:PHL-20-285:causative:13766				present	HAEDAT:PHL-10:PHL-20-285		Pyrodinium bahamense
HAEDAT:PHL-11:PHL-20-286	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-11:PHL-20-286:causative:13767				present	HAEDAT:PHL-11:PHL-20-286		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-287	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-287:causative:13768				present	HAEDAT:PHL-13:PHL-20-287		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-288	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-288:causative:13769				present	HAEDAT:PHL-13:PHL-20-288		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-289	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-289:causative:13770				present	HAEDAT:PHL-13:PHL-20-289		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-290	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-290:causative:13771				present	HAEDAT:PHL-15:PHL-20-290		Pyrodinium bahamense
HAEDAT:PHL-14:PHL-20-291	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-14:PHL-20-291:causative:13772				present	HAEDAT:PHL-14:PHL-20-291		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-292	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-292:causative:13773				present	HAEDAT:PHL-13:PHL-20-292		Pyrodinium bahamense
HAEDAT:PHL-14:PHL-20-293	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-14:PHL-20-293:causative:13774				present	HAEDAT:PHL-14:PHL-20-293		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-294	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-294:causative:13775				present	HAEDAT:PHL-15:PHL-20-294		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-295	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-295:causative:13776				present	HAEDAT:PHL-15:PHL-20-295		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-296	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-296:causative:13777				present	HAEDAT:PHL-15:PHL-20-296		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-297	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-297:causative:13778				present	HAEDAT:PHL-15:PHL-20-297		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-20-298	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-20-298:causative:13779				present	HAEDAT:PHL-13:PHL-20-298		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-20-299	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-20-299:causative:13780				present	HAEDAT:PHL-15:PHL-20-299		Pyrodinium bahamense
HAEDAT:PHL-17:PHL-20-300	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-17:PHL-20-300:causative:13781				present	HAEDAT:PHL-17:PHL-20-300		Pyrodinium bahamense
HAEDAT:PHL-3:PHL-19-171	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-3:PHL-19-171:causative:13782				present	HAEDAT:PHL-3:PHL-19-171		Pyrodinium bahamense
HAEDAT:PHL-4:PHL-19-172	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-4:PHL-19-172:causative:13783				present	HAEDAT:PHL-4:PHL-19-172		Pyrodinium bahamense
HAEDAT:PHL-10:PHL-19-173	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-10:PHL-19-173:causative:13784				present	HAEDAT:PHL-10:PHL-19-173		Pyrodinium bahamense
HAEDAT:PHL-10:PHL-19-174	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-10:PHL-19-174:causative:13785				present	HAEDAT:PHL-10:PHL-19-174		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-19-175	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-19-175:causative:13786				present	HAEDAT:PHL-13:PHL-19-175		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-19-176	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-19-176:causative:13787				present	HAEDAT:PHL-13:PHL-19-176		Pyrodinium bahamense
HAEDAT:PHL-14:PHL-19-177	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-14:PHL-19-177:causative:13788				present	HAEDAT:PHL-14:PHL-19-177		Pyrodinium bahamense
HAEDAT:PHL-13:PHL-19-178	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-13:PHL-19-178:causative:13789				present	HAEDAT:PHL-13:PHL-19-178		Pyrodinium bahamense
HAEDAT:PHL-15:PHL-19-179	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-15:PHL-19-179:causative:13790				present	HAEDAT:PHL-15:PHL-19-179		Pyrodinium bahamense
HAEDAT:PHL-19:PHL-19-180	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-19:PHL-19-180:causative:13791				present	HAEDAT:PHL-19:PHL-19-180		Pyrodinium bahamense
HAEDAT:PHL-14:PHL-20-301	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-14:PHL-20-301:causative:13792				present	HAEDAT:PHL-14:PHL-20-301		Pyrodinium bahamense
HAEDAT:PHL-20:PHL-20-302	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-20:PHL-20-302:causative:13793				present	HAEDAT:PHL-20:PHL-20-302		Pyrodinium bahamense
HAEDAT:PHL-19:PHL-20-303	IOC-UNESCO	HAEDAT	HAEDAT	HumanObservation	HAEDAT:PHL-19:PHL-20-303:causative:13794				present	HAEDAT:PHL-19:PHL-20-303		Pyrodinium bahamense
